symbol,price
LTCDOWNUSDT,0.00000000
LENDBKRW,0.00000000
SXPEUR,0.26540000
CREAMBNB,0.00000000
CREAMBUSD,19.86000000
UNIBNB,0.01464000
UNIBTC,0.00005000
UNIBUSD,4.58000000
UNIUSDT,3.33500000
NBSBTC,0.00000000
NBSUSDT,0.00166000
OXTBTC,0.00000025
OXTUSDT,0.01490000
SUNBTC,0.00000000
SUNUSDT,0.01807000
AVAXBNB,0.01478000
AVAXBTC,0.00013060
AVAXBUSD,38.99000000
AVAXUSDT,8.73000000
HNTBTC,0.00023570
HNTUSDT,4.67000000
BAKEBNB,0.00060280
BURGERBNB,0.00153600
SXPBIDR,0.00
LINKBKRW,0.00000000
FLMBNB,0.00000000
FLMBTC,0.00000016
FLMBUSD,0.00000000
FLMUSDT,0.01670000
SCRTBTC,0.00000146
SCRTETH,0.00016400
CAKEBNB,0.00227800
CAKEBUSD,1.54000000
SPARTABNB,0.00000000
UNIUPUSDT,0.00000000
UNIDOWNUSDT,0.00000000
ORNBTC,0.00001586
ORNUSDT,1.05300000
TRXNGN,0.00000000
SXPTRY,0.09600000
UTKBTC,0.00000045
UTKUSDT,0.00639000
XVSBNB,0.00458000
XVSBTC,0.00004060
XVSBUSD,7.03000000
XVSUSDT,2.70000000
ALPHABNB,0.00029900
ALPHABTC,0.00000035
ALPHABUSD,0.07710000
ALPHAUSDT,0.00970000
VIDTBTC,0.00000002
VIDTBUSD,0.02305000
AAVEBNB,0.15170000
BTCBRL,347125.00000000
USDTBRL,5.18630000
AAVEBTC,0.00141200
AAVEETH,0.04601000
AAVEBUSD,93.00000000
AAVEUSDT,94.36000000
AAVEBKRW,0.00000000
NEARBNB,0.00157400
NEARBTC,0.00001740
NEARBUSD,2.24900000
NEARUSDT,1.16600000
SXPUPUSDT,0.00000000
SXPDOWNUSDT,0.00000000
DOTBKRW,0.00000000
SXPGBP,0.00000000
FILBNB,0.00656000
FILBTC,0.00001224
FILBUSD,4.55400000
FILUSDT,0.82000000
FILUPUSDT,0.00000000
FILDOWNUSDT,0.00000000
YFIUPUSDT,0.00000000
YFIDOWNUSDT,0.00000000
INJBNB,0.00470300
INJBTC,0.00004191
INJBUSD,25.46400000
INJUSDT,2.79800000
AERGOBTC,0.00000257
AERGOBUSD,0.10030000
LINKEUR,7.43000000
ONEBUSD,0.01505000
EASYETH,0.00000000
AUDIOBTC,0.00000031
AUDIOBUSD,0.15270000
AUDIOUSDT,0.01680000
CTKBNB,0.00027800
CTKBTC,0.00000245
CTKBUSD,0.53400000
CTKUSDT,0.16400000
BCHUPUSDT,0.00000000
BCHDOWNUSDT,0.00000000
BOTBTC,0.00000000
BOTBUSD,0.00000000
ETHBRL,10659.41000000
DOTEUR,1.06200000
AKROBTC,0.00000000
AKROUSDT,0.00098100
KP3RBNB,0.20250000
KP3RBUSD,45.39000000
AXSBNB,0.00138800
AXSBTC,0.00001650
AXSBUSD,5.88000000
AXSUSDT,1.09700000
HARDBNB,0.00059200
HARDBTC,0.00000318
HARDBUSD,0.10910000
HARDUSDT,0.00950000
BNBBRL,3072.00000000
LTCEUR,45.48000000
RENBTCBTC,0.00000000
RENBTCETH,0.00000000
DNTBUSD,0.03600000
DNTUSDT,0.03600000
SLPETH,0.00000028
ADAEUR,0.20730000
LTCNGN,0.00000000
CVPETH,0.00032000
CVPBUSD,0.34300000
STRAXBTC,0.00000025
STRAXETH,0.00031880
STRAXBUSD,0.47100000
STRAXUSDT,0.01266000
FORBTC,0.00000006
FORBUSD,0.01703000
UNFIBNB,0.00000000
UNFIBTC,0.00001850
UNFIBUSD,7.81500000
UNFIUSDT,1.34100000
FRONTETH,0.00000000
FRONTBUSD,0.33220000
BCHABUSD,0.00000000
ROSEBTC,0.00000015
ROSEBUSD,0.06826000
ROSEUSDT,0.01007000
AVAXTRY,388.70000000
BUSDBRL,4.99100000
AVAUSDT,0.19050000
SYSBUSD,0.08180000
XEMUSDT,0.01596000
HEGICETH,0.00000000
HEGICBUSD,0.00000000
AAVEUPUSDT,0.00000000
AAVEDOWNUSDT,0.00000000
PROMBNB,0.01443000
PROMBUSD,4.42400000
XRPBRL,6.83400000
XRPNGN,0.00000000
SKLBTC,0.00000010
SKLBUSD,0.02150000
SKLUSDT,0.00692000
BCHEUR,382.70000000
YFIEUR,4835.00000000
ZILBIDR,253.40
SUSDBTC,0.00000000
SUSDETH,0.00000000
SUSDUSDT,0.00000000
COVERETH,0.00000000
COVERBUSD,0.00000000
GLMBTC,0.00000187
GLMETH,0.00015020
GHSTETH,0.00081750
GHSTBUSD,0.95700000
SUSHIUPUSDT,0.00000000
SUSHIDOWNUSDT,0.00000000
XLMUPUSDT,0.00000000
XLMDOWNUSDT,0.00000000
LINKBRL,44.45000000
LINKNGN,0.00000000
LTCRUB,6383.10000000
TRXTRY,14.04300000
XLMEUR,0.14270000
DFETH,0.00000000
DFBUSD,0.03600000
GRTBTC,0.00000036
GRTETH,0.00001318
GRTUSDT,0.02385000
JUVBTC,0.00013770
JUVBUSD,2.06500000
JUVUSDT,0.49100000
PSGBTC,0.00006930
PSGBUSD,3.01900000
PSGUSDT,0.79500000
BUSDBVND,0.00
USDTBVND,0.00
1INCHBTC,0.00000134
1INCHUSDT,0.08870000
REEFBTC,0.00000000
REEFUSDT,0.00068800
OGBTC,0.00004130
OGUSDT,2.72000000
ATMBTC,0.00009440
ATMUSDT,1.00700000
ASRBTC,0.00013390
ASRUSDT,1.25700000
CELOBTC,0.00000118
CELOUSDT,0.07960000
RIFBTC,0.00000038
RIFUSDT,0.03450000
CHZTRY,1.79100000
XLMTRY,7.31800000
LINKGBP,13.17300000
GRTEUR,0.02247000
BTCSTBTC,0.00033100
BTCSTBUSD,1.16000000
BTCSTUSDT,5.35000000
TRUBTC,0.00000042
TRUBUSD,0.00000000
TRUUSDT,0.00440000
DEXEETH,0.00137800
DEXEBUSD,2.10000000
EOSEUR,0.76200000
LTCBRL,271.90000000
USDCBUSD,0.99990000
TUSDBUSD,0.99660000
PAXBUSD,0.00000000
CKBBTC,0.00000000
CKBBUSD,0.00265000
CKBUSDT,0.00140800
TWTBTC,0.00001229
TWTBUSD,0.79240000
TWTUSDT,0.39810000
FIROBTC,0.00002005
FIROETH,0.00000000
FIROUSDT,0.30000000
BETHETH,0.99960000
DOGEEUR,0.07831000
DOGETRY,4.01600000
DOGEAUD,0.09449000
DOGEBRL,0.46870000
DOTNGN,0.00000000
PROSETH,0.00021600
LITBTC,0.00000775
LITBUSD,0.81200000
LITUSDT,0.74300000
BTCVAI,0.00000000
BUSDVAI,1.01500000
SFPBTC,0.00000372
SFPBUSD,0.59920000
SFPUSDT,0.28340000
DOGEGBP,0.07759000
DOTTRY,54.50000000
FXSBTC,0.00002740
FXSBUSD,6.96400000
DODOBTC,0.00000021
DODOBUSD,0.12330000
DODOUSDT,0.01564000
FRONTBTC,0.00001405
EASYBTC,0.00000000
CAKEBTC,0.00002007
CAKEUSDT,1.34400000
BAKEBUSD,0.14260000
UFTETH,0.00016940
UFTBUSD,0.20610000
1INCHBUSD,0.25190000
BANDBUSD,1.53900000
GRTBUSD,0.10520000
IOSTBUSD,0.00700000
OMGBUSD,0.46600000
REEFBUSD,0.00139400
ACMBTC,0.00009050
ACMBUSD,2.07300000
ACMUSDT,0.40100000
AUCTIONBTC,0.00005420
AUCTIONBUSD,8.04000000
PHABTC,0.00000042
PHABUSD,0.10340000
DOTGBP,3.01500000
ADATRY,10.63000000
ADABRL,1.24000000
ADAGBP,0.51300000
TVKBTC,0.00000145
TVKBUSD,0.02043000
BADGERBTC,0.00000903
BADGERBUSD,2.07900000
BADGERUSDT,0.76200000
FISBTC,0.00000021
FISBUSD,0.24380000
FISUSDT,0.01910000
DOTBRL,8.20000000
ADAAUD,0.50540000
HOTTRY,0.01820000
EGLDEUR,3.22000000
OMBTC,0.00000080
OMBUSD,0.01891000
OMUSDT,0.06690000
PONDBTC,0.00000010
PONDBUSD,0.00936000
PONDUSDT,0.00218000
DEGOBTC,0.00003540
DEGOBUSD,1.34700000
DEGOUSDT,0.28100000
AVAXEUR,7.58000000
BTTTRY,0.00000000
CHZBRL,0.30210000
UNIEUR,4.85600000
ALICEBTC,0.00000631
ALICEBUSD,0.72600000
ALICEUSDT,0.11110000
CHZBUSD,0.07460000
CHZEUR,0.05300000
CHZGBP,0.05720000
BIFIBNB,0.00000000
BIFIBUSD,359.60000000
LINABTC,0.00000008
LINABUSD,0.01013100
LINAUSDT,0.00033700
ADARUB,34.49000000
ENJBRL,1.32800000
ENJEUR,0.19460000
MATICEUR,0.34440000
NEOTRY,122.00000000
PERPBTC,0.00000430
PERPBUSD,0.54698000
PERPUSDT,0.12500000
RAMPBTC,0.00000000
RAMPBUSD,0.00000000
RAMPUSDT,0.00000000
SUPERBTC,0.00000151
SUPERBUSD,0.07270000
SUPERUSDT,0.10060000
CFXBTC,0.00000078
CFXBUSD,0.15400000
CFXUSDT,0.05198000
ENJGBP,0.36760000
EOSTRY,30.52000000
LTCGBP,63.56000000
LUNAEUR,0.00000000
RVNTRY,0.25540000
THETAEUR,0.61400000
XVGBUSD,0.00365100
EPSBTC,0.00000000
EPSBUSD,0.00000000
EPSUSDT,0.00000000
AUTOBTC,0.00324000
AUTOBUSD,95.10000000
AUTOUSDT,95.30000000
TKOBTC,0.00000397
TKOBIDR,3360.00
TKOBUSD,0.20820000
TKOUSDT,0.05160000
PUNDIXETH,0.00016660
PUNDIXUSDT,0.14160000
BTTBRL,0.00000000
BTTEUR,0.00000000
HOTEUR,0.00178900
WINEUR,0.00001675
TLMBTC,0.00000006
TLMBUSD,0.00941000
TLMUSDT,0.00161400
1INCHUPUSDT,0.00000000
1INCHDOWNUSDT,0.00000000
BTGBUSD,17.62000000
BTGUSDT,17.65000000
HOTBUSD,0.00105800
BNBUAH,26372.00000000
ONTTRY,5.26600000
VETEUR,0.00586400
VETGBP,0.01430000
WINBRL,0.00065760
MIRBTC,0.00000838
MIRBUSD,0.13237000
MIRUSDT,0.14168000
BARBTC,0.00014100
BARBUSD,2.53300000
BARUSDT,0.52600000
FORTHBTC,0.00001890
FORTHBUSD,3.02700000
FORTHUSDT,0.23700000
CAKEGBP,2.71400000
DOGERUB,6.94000000
HOTBRL,0.00000000
WRXEUR,0.00000000
EZBTC,0.00000000
EZETH,0.00000000
BAKEUSDT,0.05190000
BURGERBUSD,0.32080000
BURGERUSDT,0.01720000
SLPBUSD,0.00148700
SLPUSDT,0.00058800
TRXAUD,0.00000000
TRXEUR,0.27380000
VETTRY,0.30100000
SHIBUSDT,0.00000586
SHIBBUSD,0.00000931
ICPBTC,0.00003350
ICPBNB,0.01680000
ICPBUSD,3.89700000
ICPUSDT,2.24400000
SHIBEUR,0.00000509
SHIBRUB,0.00000000
ETCEUR,20.00000000
ETCBRL,0.00000000
DOGEBIDR,955.00
ARBTC,0.00002530
ARBNB,0.02183000
ARBUSD,3.85200000
ARUSDT,1.69000000
POLSBTC,0.00001859
POLSBNB,0.00265000
POLSBUSD,0.25670000
POLSUSDT,0.30790000
MDXBTC,0.00000077
MDXBNB,0.00000000
MDXBUSD,0.06440000
MDXUSDT,0.03450000
MASKBNB,0.00272700
MASKBUSD,3.58700000
MASKUSDT,0.41300000
LPTBTC,0.00003040
LPTBNB,0.00356000
LPTBUSD,6.16000000
LPTUSDT,2.02800000
ETHUAH,97990.00000000
MATICBRL,2.12500000
SOLEUR,69.06000000
SHIBBRL,0.00003040
AGIXBTC,0.00000969
ICPEUR,1.94600000
MATICGBP,0.81900000
SHIBTRY,0.00026110
MATICBIDR,8382.00
MATICRUB,76.47000000
NUBTC,0.00000000
NUBNB,0.00000000
NUBUSD,0.00000000
NUUSDT,0.00000000
XVGUSDT,0.00433500
RLCBUSD,0.00000000
CELRBUSD,0.01148000
ATMBUSD,2.42000000
ZENBUSD,7.19000000
FTMBUSD,0.42180000
THETABUSD,0.61600000
WINBUSD,0.00006940
KAVABUSD,0.62400000
XEMBUSD,0.00000000
ATABTC,0.00000023
ATABNB,0.00036900
ATABUSD,0.07920000
ATAUSDT,0.00840000
GTCBTC,0.00000688
GTCBNB,0.00000000
GTCBUSD,0.95200000
GTCUSDT,0.08000000
TORNBTC,0.00023980
TORNBNB,0.00000000
TORNBUSD,1.69000000
TORNUSDT,4.06000000
MATICTRY,12.92000000
ETCGBP,0.00000000
SOLGBP,88.08000000
BAKEBTC,0.00000043
COTIBUSD,0.03732000
KEEPBTC,0.00000000
KEEPBNB,0.00000000
KEEPBUSD,0.00000000
KEEPUSDT,0.00000000
SOLTRY,3543.90000000
RUNEGBP,1.27800000
SOLBRL,413.00000000
SCBUSD,0.00366400
CHRBUSD,0.10850000
STMXBUSD,0.00585100
HNTBUSD,1.22800000
FTTBUSD,1.13000000
DOCKBUSD,0.01527000
ADABIDR,3965.00
ERNBNB,0.00669000
ERNBUSD,1.47100000
ERNUSDT,2.18300000
KLAYBTC,0.00000185
KLAYBNB,0.00061800
KLAYBUSD,0.13540000
KLAYUSDT,0.12550000
RUNEEUR,3.76200000
MATICAUD,1.21410000
DOTRUB,493.50000000
UTKBUSD,0.05610000
IOTXBUSD,0.02148000
PHAUSDT,0.03810000
SOLRUB,5467.00000000
RUNEAUD,0.00000000
BUSDUAH,41.12000000
BONDBTC,0.00003108
BONDBNB,0.00000000
BONDBUSD,4.26200000
BONDUSDT,2.15200000
MLNBTC,0.00011280
MLNBNB,0.00000000
MLNBUSD,15.73000000
MLNUSDT,3.38000000
GRTTRY,1.06100000
CAKEBRL,0.00000000
ICPRUB,0.00000000
DOTAUD,6.63100000
AAVEBRL,0.00000000
EOSAUD,0.00000000
DEXEUSDT,8.10600000
LTOBUSD,0.05590000
ADXBUSD,0.13340000
QUICKBTC,0.00000074
QUICKBNB,0.00000000
QUICKBUSD,74.10000000
C98USDT,0.02470000
C98BUSD,0.13430000
C98BNB,0.00080500
C98BTC,0.00000162
CLVBTC,0.00000029
CLVBNB,0.00026430
CLVBUSD,0.03282000
CLVUSDT,0.02937000
QNTBTC,0.00105890
QNTBNB,0.40150000
QNTBUSD,85.50000000
QNTUSDT,70.74000000
FLOWBTC,0.00000096
FLOWBNB,0.00247400
FLOWBUSD,0.51300000
FLOWUSDT,0.02992000
XECBUSD,0.00003100
AXSBRL,38.36000000
AXSAUD,8.66000000
TVKUSDT,0.05405000
MINABTC,0.00000095
MINABNB,0.00166600
MINABUSD,0.37790000
MINAUSDT,0.05800000
RAYBNB,0.00386800
RAYBUSD,0.17010000
RAYUSDT,0.64900000
FARMBTC,0.00075100
FARMBNB,0.00000000
FARMBUSD,21.12000000
FARMUSDT,11.30000000
ALPACABTC,0.00000234
ALPACABNB,0.00000000
ALPACABUSD,0.14390000
ALPACAUSDT,0.22440000
TLMTRY,0.07180000
QUICKUSDT,0.00933000
ORNBUSD,0.55190000
MBOXBTC,0.00000102
MBOXBNB,0.00069200
MBOXBUSD,0.20900000
MBOXUSDT,0.01330000
VGXBTC,0.00002524
VGXETH,0.00034800
FORUSDT,0.00306000
REQUSDT,0.06580000
GHSTUSDT,0.10800000
TRURUB,2.98000000
FISBRL,1.78100000
WAXPUSDT,0.00645000
WAXPBUSD,0.04170000
WAXPBNB,0.00017060
WAXPBTC,0.00000009
TRIBEBTC,0.00000000
TRIBEBNB,0.00000000
TRIBEBUSD,0.20570000
TRIBEUSDT,0.20180000
GNOUSDT,120.74000000
GNOBUSD,0.00000000
GNOBNB,0.00000000
GNOBTC,0.00000000
ARPATRY,0.40760000
PROMBTC,0.00008960
MTLBUSD,1.35300000
OGNBUSD,0.11290000
XECUSDT,0.00000667
C98BRL,1.30800000
SOLAUD,28.48000000
XRPBIDR,7835.00
POLYBUSD,0.27000000
ELFUSDT,0.22720000
DYDXUSDT,0.09710000
DYDXBUSD,3.77100000
DYDXBNB,0.00333300
DYDXBTC,0.00000169
ELFBUSD,0.34030000
POLYUSDT,0.26960000
IDEXUSDT,0.00199000
VIDTUSDT,0.00115000
SOLBIDR,311087.00
AXSBIDR,72500.00
BTCUSDP,19435.03000000
ETHUSDP,1344.37000000
BNBUSDP,282.09000000
USDPBUSD,1.00000000
USDPUSDT,0.99970000
GALAUSDT,0.00288000
GALABUSD,0.02957000
GALABNB,0.00002877
GALABTC,0.00000009
FTMBIDR,3413.00
ALGOBIDR,0.00
CAKEAUD,0.00000000
KSMAUD,0.00000000
WAVESRUB,0.00000000
SUNBUSD,0.00544000
ILVUSDT,3.86000000
ILVBUSD,39.06000000
ILVBNB,0.17900000
ILVBTC,0.00005900
RENBUSD,0.04539800
YGGUSDT,0.03431000
YGGBUSD,0.40530000
YGGBNB,0.00068700
YGGBTC,0.00000058
STXBUSD,0.67560000
SYSUSDT,0.01009000
DFUSDT,0.00164000
SOLUSDC,79.61000000
ARPARUB,4.92800000
LTCUAH,3191.00000000
FETBUSD,0.49150000
ARPABUSD,0.04660000
LSKBUSD,0.84400000
AVAXBIDR,266752.00
ALICEBIDR,29103.00
FIDAUSDT,0.01562000
FIDABUSD,0.17820000
FIDABNB,0.00000000
FIDABTC,0.00000028
DENTBUSD,0.00070700
FRONTUSDT,0.88000000
CVPUSDT,0.03390000
AGLDBTC,0.00000310
AGLDBNB,0.00000000
AGLDBUSD,0.82700000
AGLDUSDT,0.23100000
RADBTC,0.00001387
RADBNB,0.01032000
RADBUSD,1.32100000
RADUSDT,0.21600000
UNIAUD,0.00000000
HIVEBUSD,0.27580000
STPTBUSD,0.04185000
BETABTC,0.00000067
BETABNB,0.00033500
BETABUSD,0.06354000
BETAUSDT,0.00036000
SHIBAUD,0.00001121
RAREBTC,0.00000025
RAREBNB,0.00069100
RAREBUSD,0.05960000
RAREUSDT,0.01420000
AVAXBRL,45.40000000
AVAXAUD,17.91000000
LUNAAUD,0.00000000
TROYBUSD,0.00226900
AXSETH,0.00077780
FTMETH,0.00021480
SOLETH,0.03874000
SSVBTC,0.00004191
SSVETH,0.00129900
LAZIOTRY,29.70000000
LAZIOEUR,2.54800000
LAZIOBTC,0.00003995
LAZIOUSDT,0.66800000
CHESSBTC,0.00000272
CHESSBNB,0.00000000
CHESSBUSD,0.12000000
CHESSUSDT,0.00281000
FTMAUD,0.42000000
FTMBRL,1.92300000
SCRTBUSD,0.26290000
ADXUSDT,0.06840000
AUCTIONUSDT,4.59000000
CELOBUSD,0.47000000
FTMRUB,36.85000000
NUAUD,0.00000000
NURUB,0.00000000
REEFTRY,0.02349000
REEFBIDR,0.00
SHIBDOGE,0.00006290
DARUSDT,0.21707000
DARBUSD,0.07995000
DARBNB,0.00037248
DARBTC,0.00000157
BNXBTC,0.00000384
BNXBNB,0.00122700
BNXBUSD,0.27430000
BNXUSDT,1.78190000
RGTUSDT,0.00000000
RGTBTC,0.00000000
RGTBUSD,0.00000000
RGTBNB,0.00000000
LAZIOBUSD,1.64400000
OXTBUSD,0.05130000
MANATRY,3.83000000
ALGORUB,12.60000000
SHIBUAH,0.00000000
LUNABIDR,0.00
AUDUSDC,0.64770000
MOVRBTC,0.00002630
MOVRBNB,0.00000000
MOVRBUSD,3.69000000
MOVRUSDT,1.28500000
CITYBTC,0.00006030
CITYBNB,0.01454000
CITYBUSD,2.96400000
CITYUSDT,0.50400000
ENSBTC,0.00010350
ENSBNB,0.03091000
ENSBUSD,6.96000000
ENSUSDT,5.56000000
SANDETH,0.00014660
DOTETH,0.00059610
MATICETH,0.00016160
ANKRBUSD,0.01906000
SANDTRY,3.34000000
MANABRL,1.66100000
KP3RUSDT,16.48000000
QIUSDT,0.00139000
QIBUSD,0.00507000
QIBNB,0.00000000
QIBTC,0.00000012
PORTOBTC,0.00002103
PORTOUSDT,0.98400000
PORTOTRY,43.38000000
PORTOEUR,2.71500000
POWRUSDT,0.06200000
POWRBUSD,0.15040000
AVAXETH,0.00424000
SLPTRY,0.02614000
FISTRY,0.00000000
LRCTRY,0.82500000
CHRETH,0.00007080
FISBIDR,0.00
VGXUSDT,0.01800000
GALAETH,0.00000137
JASMYUSDT,0.00538000
JASMYBUSD,0.00359300
JASMYBNB,0.00001767
JASMYBTC,0.00000017
AMPBTC,0.00000010
AMPBNB,0.00000000
AMPBUSD,0.00142900
AMPUSDT,0.00098800
PLABTC,0.00000465
PLABNB,0.00069680
PLABUSD,0.14770000
PLAUSDT,0.23470000
PYRBTC,0.00000512
PYRBUSD,3.90300000
PYRUSDT,0.25300000
RNDRBTC,0.00010320
RNDRUSDT,7.03000000
RNDRBUSD,3.04000000
ALCXBTC,0.00023730
ALCXBUSD,10.73000000
ALCXUSDT,4.98000000
SANTOSBTC,0.00001639
SANTOSUSDT,1.09600000
SANTOSBRL,20.00000000
SANTOSTRY,48.70000000
MCBTC,0.00001400
MCBUSD,0.26570000
MCUSDT,0.48610000
BELTRY,4.41000000
COCOSBUSD,1.75890000
DENTTRY,0.00782000
ENJTRY,0.96100000
NEORUB,734.00000000
SANDAUD,0.63590000
SLPBIDR,32.30
ANYBTC,0.00000000
ANYBUSD,0.00000000
ANYUSDT,0.00000000
BICOBTC,0.00000047
BICOBUSD,0.25140000
BICOUSDT,0.02140000
FLUXBTC,0.00000105
FLUXBUSD,0.32650000
FLUXUSDT,0.05660000
ALICETRY,4.94000000
FXSUSDT,0.81200000
GALABRL,0.01900000
GALATRY,0.12780000
LUNATRY,2.41200000
REQBUSD,0.06330000
SANDBRL,1.80700000
MANABIDR,10781.00
SANDBIDR,6598.00
VOXELBTC,0.00000216
VOXELBNB,0.00069340
VOXELBUSD,0.13250000
VOXELUSDT,0.01400000
COSBUSD,0.00517000
CTXCBUSD,0.11500000
FTMTRY,24.82000000
MANABNB,0.00155000
MINATRY,2.58000000
XTZTRY,15.42000000
HIGHBTC,0.00001415
HIGHBUSD,1.42100000
HIGHUSDT,0.12600000
CVXBTC,0.00008550
CVXBUSD,2.59700000
CVXUSDT,1.70700000
PEOPLEBTC,0.00000011
PEOPLEBUSD,0.00950000
PEOPLEUSDT,0.00630000
OOKIBUSD,0.00162900
OOKIUSDT,0.00011900
COCOSTRY,36.66000000
GXSBNB,0.00000000
LINKBNB,0.01249000
LUNAETH,0.00000000
MDTBUSD,0.04578000
NULSBUSD,0.17850000
SPELLBTC,0.00000000
SPELLUSDT,0.00015950
SPELLBUSD,0.00039730
USTBTC,0.00000000
USTBUSD,0.00000000
USTUSDT,0.00000000
JOEBTC,0.00000058
JOEBUSD,0.21880000
JOEUSDT,0.03640000
ATOMETH,0.00077300
DUSKBUSD,0.14310000
EGLDETH,0.00182000
ICPETH,0.00117600
LUNABRL,0.00000000
LUNAUST,0.00000000
NEARETH,0.00051570
ROSEBNB,0.00015340
VOXELETH,0.00020220
ALICEBNB,0.00524000
ATOMTRY,73.20000000
ETHUST,0.00000000
GALAAUD,0.03960000
LRCBNB,0.00083900
ONEETH,0.00000617
OOKIBNB,0.00001491
ACHBTC,0.00000010
ACHBUSD,0.01646000
ACHUSDT,0.00607000
IMXBTC,0.00000237
IMXBUSD,0.65080000
IMXUSDT,0.13670000
GLMRBTC,0.00000027
GLMRBUSD,0.20650000
GLMRUSDT,0.01020000
ATOMBIDR,0.00
DYDXETH,0.00000000
FARMETH,0.00000000
FORBNB,0.00000000
ICPTRY,99.60000000
JASMYETH,0.00000302
LINABNB,0.00000000
OOKIETH,0.00000251
ROSEETH,0.00001645
UMABUSD,1.32700000
UNIETH,0.00162900
XTZETH,0.00044000
LOKABTC,0.00000102
LOKABNB,0.00104270
LOKABUSD,0.18490000
LOKAUSDT,0.12370000
ATOMBRL,66.35000000
BNBUST,0.00000000
CRVETH,0.00020780
HIGHBNB,0.00455700
NEARRUB,183.40000000
ROSETRY,0.44860000
SCRTUSDT,0.07460000
API3BTC,0.00000453
API3BUSD,1.00000000
API3USDT,0.26790000
BTTCUSDT,0.00000032
BTTCUSDC,0.00000078
BTTCTRY,0.00001397
ACABTC,0.00000032
ACABUSD,0.04640000
ACAUSDT,0.00180000
ANCBTC,0.00000186
ANCBUSD,0.02872000
ANCUSDT,0.03151000
BDOTDOT,0.99820000
XNOBTC,0.00000809
XNOETH,0.00050170
XNOBUSD,0.66300000
XNOUSDT,0.44800000
COSTRY,0.06190000
KAVAETH,0.00030660
MCBNB,0.00069800
ONETRY,0.09290000
WOOBTC,0.00000064
WOOBNB,0.00114100
WOOBUSD,0.16450000
WOOUSDT,0.01670000
CELRETH,0.00000789
PEOPLEBNB,0.00004675
SLPBNB,0.00000884
SPELLBNB,0.00000000
SPELLTRY,0.00709000
TFUELBUSD,0.04390000
AXSTRY,48.80000000
DARTRY,7.66600000
NEARTRY,51.90000000
IDEXBNB,0.00019820
ALPINEEUR,2.19600000
ALPINETRY,17.69000000
ALPINEUSDT,0.39800000
ALPINEBTC,0.00002994
TUSDT,0.00608000
TBUSD,0.02312000
API3BNB,0.00000000
BETAETH,0.00003349
INJTRY,124.50000000
TLMBNB,0.00000000
ASTRBUSD,0.05000000
ASTRUSDT,0.00731500
API3TRY,11.92000000
GLMRBNB,0.00102100
MBOXTRY,0.59500000
NBTBIDR,39.10
NBTUSDT,0.00252000
GMTBTC,0.00000021
GMTBNB,0.00076900
GMTBUSD,0.22700000
GMTUSDT,0.00980000
ANCBNB,0.00012880
ATOMEUR,1.43500000
GALAEUR,0.00313000
KSMETH,0.02114000
UMATRY,17.70000000
KDABTC,0.00000005
KDABUSD,0.42000000
KDAUSDT,0.00600000
APEUSDT,0.08520000
APEBUSD,1.42300000
APEBTC,0.00000214
ALPINEBUSD,1.74900000
LUNAGBP,0.00000000
NEAREUR,1.01200000
TWTTRY,17.69000000
WAVESEUR,1.35400000
APEEUR,1.50800000
APEGBP,3.30500000
APETRY,3.79000000
BSWUSDT,0.01120000
BSWBUSD,0.06700000
BSWBNB,0.00029870
APEBNB,0.00527700
GMTBRL,1.32500000
GMTETH,0.00010150
JASMYTRY,0.24000000
SANTOSBUSD,2.91700000
APEAUD,4.07200000
BIFIUSDT,102.30000000
GMTEUR,0.00980000
IMXBNB,0.00236200
RUNEETH,0.00019300
AVAXGBP,14.18000000
MULTIBTC,0.00003673
MULTIBUSD,2.09700000
MULTIUSDT,0.83400000
APEETH,0.00029190
BSWETH,0.00013660
FILTRY,36.51000000
FTMEUR,0.68090000
GMTGBP,0.21070000
ZILTRY,0.17110000
GMTTRY,0.43600000
WAVESTRY,36.02000000
BTCUST,0.00000000
ASTRBTC,0.00000011
ASTRETH,0.00003108
BSWTRY,0.44900000
FTTETH,0.00114100
FUNBNB,0.00001888
PORTOBUSD,1.75700000
STEEMUSDT,0.05805000
ZILEUR,0.02063000
APEBRL,22.16000000
AUDIOTRY,0.74500000
BTTCBUSD,0.00000045
GMTAUD,0.56950000
MBLBUSD,0.00265800
MOBUSDT,0.06230000
MOBBUSD,0.55000000
MOBBTC,0.00000094
NEXOUSDT,0.86200000
NEXOBUSD,0.62700000
NEXOBTC,0.00001287
REIUSDT,0.00401000
REIBNB,0.00008210
REIETH,0.00001928
GALUSDT,2.54200000
GALBUSD,1.35100000
GALBNB,0.00489300
GALBTC,0.00004073
JASMYEUR,0.00456800
KNCBNB,0.00255000
SHIBGBP,0.00000696
GALEUR,0.99500000
GALTRY,84.24000000
LDOBUSD,1.74400000
LDOUSDT,0.32020000
LDOBTC,0.00000585
ENSTRY,247.20000000
DAREUR,0.12133000
DARETH,0.00010140
ALGOETH,0.00004447
ALGOTRY,4.52100000
GALETH,0.00076200
EPXUSDT,0.00001940
EPXBUSD,0.00016980
RUNETRY,31.38000000
GALBRL,8.68000000
STEEMBUSD,0.18470000
CVCBUSD,0.06880000
REIBUSD,0.03079000
DREPBUSD,0.25360000
AKROBUSD,0.00618000
PUNDIXBUSD,0.33360000
LUNCBUSD,0.00017100
USTCBUSD,0.01326580
OPBTC,0.00000161
OPBUSD,1.80300000
OPUSDT,0.10740000
